0,1,2,P_Tags
Section I - Assets,Foreign Currency,Total Currency,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",3818973,92069005,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",70816419,70874179,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1131211,30554901,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
(ii)Other securities,3339945,30479588,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
(i) Debt,178789611,189141159,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
(ii) Shares,21088409,40337101,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",631039,774377,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
(ii) To regulated financial institutions,5109800,5876568,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",0,149307,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
(iv) To foreign governments,1762340,1762340,"Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars), Royal Bank of Canada, As At July 31, 2020, (in thousands of dollars)"
