0,1,2,P_Tags
Section I - Assets,Foreign Currency,Total Currency,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",2008,4486,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",253144,757986,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,0,30000,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(ii)Other securities,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(i) Debt,76697,76697,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(ii) Shares,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(ii) To regulated financial institutions,102487,102696,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(iv) To foreign governments,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(v) Lease receivables,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(vi) To individuals for non-business purposes,0,22481,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
Of (A) Secured by residential property,0,17953,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
which: (B) Secured by other than residential property,0,3659,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(vii) Reverse repurchase agreements,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(viii) To individuals and others for business purposes,649166,1238551,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
Of (A) Secured by residential property,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
which: (B) Secured by other than residential property,118819,199992,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(A) Insured,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(C) Uninsured,0,1173833,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(D) Reverse Mortgages,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(ii) Non-residential,0,275766,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1525,1525,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",0,25754,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(a) Insurance-related assets,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(b) Accrued interest,1367,6403,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(c) Prepaid and deferred charges,0,445,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(d) Goodwill,0,0,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Bank of China (Canada), As At January 31, 2021, (in thousands of dollars), Bank of China (Canada), As At January 31, 2021, (in thousands of dollars)"
